Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Table de référence à appeler pour ce champ;Champ récupéré;Modèle concerné;Description
dpe_geolocalisation;immatriculation_copropriete; ;Texte; ; ; ;tous;numéro d'immatriculation de la copropriété au registre des copropriétés (9 caractères XX0000000)
dpe_geolocalisation;rpls_log_id; ; ; ; ; ;tous;identifiant Repertoire Logement Social (RPLS) du logement (dans le cas d'un propriétaire bailleur social)
dpe_geolocalisation;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_geolocalisation;provenance_rnb;X;Texte; ; ; ;tous;Indique la provenance du renseignement de l'identifiant bâtiment RNB (Logiciel / Reprise RNB)
dpe_inertie;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_inertie;enum_classe_inertie_id;X; ;dpe_enum_classe_inertie;dpe_enum_classe_inertie;lib;logement + logement neuf;classe d'inertie globale du bâtiment
dpe_inertie;inertie_paroi_verticale_lourd;X;Numérique; ; ; ;logement;est ce que les parois verticales sont considérées comme lourdes 0
dpe_inertie;inertie_plancher_bas_lourd;X;Numérique; ; ; ;logement;est ce que le plancher bas est considéré comme lourd 0
dpe_inertie;inertie_plancher_haut_lourd;X;Numérique; ; ; ;logement;est ce que le plancher haud est considéré comme lourd 0
dpe_inertie;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_installation_chauffage;besoin_ch;X;Numérique; ; ; ;logement + logement neuf;Besoin de chauffage total de l'installation (kWh)
dpe_installation_chauffage;besoin_ch_depensier;X;Numérique; ; ; ;logement;Besoin de chauffage total de l'installation pour le scénario dépensier (DH21) (kWh)
dpe_installation_chauffage;cle_repartition_ch; ;Numérique; ; ; ;logement;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail
dpe_installation_chauffage;coef_ifc; ;Numérique; ; ; ;logement;coefficient d'individualisation des frais de chauffage dans le cas d'un DPE appartement calculé à partir d'un DPE immeuble
dpe_installation_chauffage;conso_ch;X;Numérique; ; ; ;logement + logement neuf;consommation d'energie annuelle de l'installation de chauffage  en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_chauffage;conso_ch_depensier;X;Numérique; ; ; ;logement;consommation d'energie annuelle de l'installation de chauffage pour le scénario dépensier (scénario DH21) en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_chauffage;description; ;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_installation_chauffage;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_installation_chauffage;enum_cfg_installation_ch_id;X; ;dpe_enum_cfg_installation_ch;dpe_enum_cfg_installation_ch;lib;logement + logement neuf;configuration de l'installation de chauffage
dpe_installation_chauffage;enum_methode_calcul_conso_id;X; ;dpe_enum_methode_calcul_conso; ; ;logement;méthode de calcul de consommation de chauffage
dpe_installation_chauffage;enum_methode_saisie_fact_couv_sol_id; ; ;dpe_enum_methode_saisie_fact_couv_sol; ; ;logement;méthode de saisie du facteur de couverture solaire pour le chauffage (saisi en direct justifié ou calculé à partir de la table)
dpe_installation_chauffage;enum_type_installation_id;X; ;dpe_enum_type_installation;dpe_enum_type_installation;lib;logement + logement neuf;type d'installation de chauffage (collective ou individuelle ou  collective multi batiment
dpe_installation_chauffage;fch; ;Numérique; ; ; ;logement;Facteur de couverture solaire pour l'installation de chauffage
dpe_installation_chauffage;fch_saisi; ;Numérique; ; ; ;logement;Facteur de couverture solaire pour l'installation de chauffage(saisi)
dpe_installation_chauffage;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de l'installation de chauffage
dpe_installation_chauffage;nombre_logement_echantillon; ;Numérique; ; ; ;logement;nombre de logements représentés par le logement échantillon dans le cas d'un DPE immeuble avec installation de chauffage  individuelle.  (à ne renseigner que dans ce cas précis)
dpe_installation_chauffage;nombre_niveau_installation_ch;X;Numérique; ; ; ;logement;nombre de niveaux desservis par l'installation de chauffage (très souvent égal au nombre de niveaux du bâtiment)
dpe_installation_chauffage;production_ch_solaire; ;Numérique; ; ; ;logement;Production de chauffage solaire (kWh)
dpe_installation_chauffage;ratio_virtualisation; ;Numérique; ; ; ;logement;ratio de virtualisation de l'installation collective lorsque l'on rapporte des usages collectifs à un appartement (a =  Shabappartement/Shabtotale)
dpe_installation_chauffage;rdim;X; ; ; ; ;logement + logement neuf;nombre d'installations identiques.
dpe_installation_chauffage;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_installation_chauffage;surface_chauffee;X;Numérique; ; ; ;logement + logement neuf;surface chauffée par l'installation de chauffage(surface du logement ou de l'immeuble). Dans le cas spécifique d'un DPE immeuble avec installation individuelle échantillonée
dpe_installation_chauffage;tv_facteur_couverture_solaire_id; ; ;dpe_tv_facteur_couverture_solaire; ; ;logement;id de la ligne de la table utilisée pour le calcul du facteur de couverture solaire
dpe_installation_chauffage;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_installation_ecs;besoin_ecs;X;Numérique; ; ; ;logement + logement neuf;besoin d'ECS annuel pour l'ensemble de l'installation (kWh). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_ecs;besoin_ecs_depensier;X;Numérique; ; ; ;logement;besoin d'ECS annuel pour l'ensemble de l'installation dans le cas du scénario dépensier (kWh).  Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_ecs;cle_repartition_ecs; ;Numérique; ; ; ;logement;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail
dpe_installation_ecs;conso_ecs;X;Numérique; ; ; ;logement + logement neuf;consommation d'energie annuelle de l'installation d'ECS  en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_ecs;conso_ecs_depensier;X;Numérique; ; ; ;logement;consommation d'energie annuelle de l'installation d'ECS pour le scénario dépensier en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_ecs;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_installation_ecs;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_installation_ecs;enum_bouclage_reseau_ecs_id;X; ;dpe_enum_bouclage_reseau_ecs; ; ;logement + logement neuf;type de bouclage du réseau d'ECS pour la prise en compte des consommations d'auxiliaires de distribution
dpe_installation_ecs;enum_cfg_installation_ecs_id; ; ;dpe_enum_cfg_installation_ecs;dpe_enum_cfg_installation_ecs;lib;logement + logement neuf;code de configuration de l'installation d'ECS (installation simple, avec solaire ou avec plusieurs systèmes d'ECS)
dpe_installation_ecs;enum_methode_calcul_conso_id;X; ;dpe_enum_methode_calcul_conso; ; ;logement;méthode de calcul de consommation d'ECS
dpe_installation_ecs;enum_methode_saisie_fact_couv_sol_id; ; ;dpe_enum_methode_saisie_fact_couv_sol; ; ;logement;méthode de saisie du facteur de couverture solaire pour l'ECS (saisi en direct justifié ou calculé à partir de la table)
dpe_installation_ecs;enum_type_installation_id;X; ;dpe_enum_type_installation;dpe_enum_type_installation;lib;logement + logement neuf;code du type d'installation d'ECS (collective ou individuelle)
dpe_installation_ecs;enum_type_installation_solaire_id; ; ;dpe_enum_type_installation_solaire;dpe_enum_type_installation_solaire;lib;logement + logement neuf;type d'installation solaire (ECS+Chauffage , ECS solaire seule etc…)
dpe_installation_ecs;fecs; ;Numérique; ; ; ;logement;facteur de couverture solaire de l'ECS
dpe_installation_ecs;fecs_saisi; ;Numérique; ; ; ;logement;facteur de couverture solaire pour l'ECS saisi directement lorsque celui-ci peut être justifié
dpe_installation_ecs;id;X; ; ; ; ;logement + logement neuf;Identifiant technique de l'installation d'ECS
dpe_installation_ecs;nombre_logement;X;Numérique; ; ; ;logement + logement neuf;nombre de logements desservis par l'installation d'ECS. Dans le cas d'un DPE immeuble avec installation individuelle échantillonée
dpe_installation_ecs;nombre_niveau_installation_ecs;X;Numérique; ; ; ;logement + logement neuf;nombre de niveaux desservis par l'installation d'ECS (très souvent égal au nombre de niveaux du bâtiment)
dpe_installation_ecs;production_ecs_solaire; ;Numérique; ; ; ;logement + logement neuf;production d'ecs solaire annuelle (kWh). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
dpe_installation_ecs;ratio_virtualisation; ;Numérique; ; ; ;logement;ratio de virtualisation de l'installation collective lorsque l'on rapporte des usages collectifs à un appartement (a =  Shabappartement/Shabtotale)
dpe_installation_ecs;rdim;X; ; ; ; ;logement + logement neuf;nombre d'installations identiques.
dpe_installation_ecs;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_installation_ecs;rendement_distribution;X;Numérique; ; ; ;logement;rendement de distribution de l'installation d'ECS  (0-1)
dpe_installation_ecs;reseau_distribution_isole; ;Numérique; ; ; ;logement + logement neuf;est ce que le réseau de distribution est isolé 0
dpe_installation_ecs;surface_habitable;X;Numérique; ; ; ;logement + logement neuf;surface habitable correspondant au(x) logement(x) desservi(s) par l'installation d'ECS.(surface habitable du logement ou de la totalité des logements de l'immeuble) Dans le cas spécifique d'un DPE immeuble avec installation individuelle échantillonée
dpe_installation_ecs;tv_facteur_couverture_solaire_id; ; ;dpe_tv_facteur_couverture_solaire; ; ;logement;id de la ligne de la table utilisée pour le calcul du facteur de couverture solaire
dpe_installation_ecs;tv_rendement_distribution_ecs_id;X; ;dpe_tv_rendement_distribution_ecs; ; ;logement;id de la ligne de la table utilisée pour le calcul du rendement de distribution de l'installation d'ECS
dpe_installation_ecs;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_justificatif;description;X;Texte; ; ; ;logement;description du justificatif adjoint au DPE
dpe_justificatif;dpe_id;X; ;dpe; ; ;logement;Identifiant technique du DPE
dpe_justificatif;enum_type_justificatif_id; ; ;dpe_enum_type_justificatif; ; ;logement;type de justificatif
dpe_justificatif;id;X; ; ; ; ;logement;identifiant technique du justificatif
dpe_justificatif;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_logement_visite;description;X;Texte; ; ; ;logement + logement neuf;description du logement visité
dpe_logement_visite;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_logement_visite;enum_position_etage_logement_id; ; ;dpe_enum_position_etage_logement;dpe_enum_position_etage_logement;lib;logement + logement neuf;position du logement dans l'immeuble en terme d'étage
dpe_logement_visite;enum_typologie_logement_id; ; ;dpe_enum_typologie_logement;dpe_enum_typologie_logement;lib;logement + logement neuf;typologie de logement (T1… T6)
dpe_logement_visite;id;X; ; ; ; ;logement + logement neuf;identifiant technique du logement visité
dpe_logement_visite;surface_habitable_logement; ; ; ; ; ;logement + logement neuf;surface habitable du logement renseignée sauf dans le cas du dpe à l'immeuble
dpe_logement_visite;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_masque_lointain_non_homogene;id;X; ; ; ; ;logement;Identifiant technique du masque lointain non homogène
dpe_masque_lointain_non_homogene;tv_coef_masque_lointain_non_homogene_id; ; ;dpe_tv_coef_masque_lointain_non_homogene; ; ;logement;Identifiant technique du coefficient pour un masque lointain non homogène
dpe_masque_lointain_non_homogene;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_meteo;altitude; ; ; ; ; ;logement;altitude du logement en mètres
dpe_meteo;batiment_materiaux_anciens;X;Numérique; ; ; ;logement + logement neuf;est ce que le bâtiment est principalement composé de matériaux anciens pour ses murs  0
dpe_meteo;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_meteo;enum_classe_altitude_id;X; ;dpe_enum_classe_altitude;dpe_enum_classe_altitude;lib;logement + logement neuf;classe d'altitude du logement
dpe_meteo;enum_zone_climatique_id;X; ;dpe_enum_zone_climatique;dpe_enum_zone_climatique;lib;logement + logement neuf;zone climatique du logement
dpe_meteo;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_mur;b;X;Numérique; ; ; ;logement + logement neuf;coefficient de réduction des déperditions du mur
dpe_mur;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_mur;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_mur;enduit_isolant_paroi_ancienne; ; ; ; ; ;logement + logement neuf;est ce qu'un enduit isolant est présent sur la paroi si celle-ci est une paroi ancienne (pierres, terre, mur à colombage, brique ancienne)(Renduit=0,7m².K.W-1)
dpe_mur;enum_cfg_isolation_lnc_id; ; ;dpe_enum_cfg_isolation_lnc; ; ;logement + logement neuf;configuration de l'adjacence avec local non chauffé
dpe_mur;enum_materiaux_structure_mur_id;X; ;dpe_enum_materiaux_structure_mur; ; ;logement + logement neuf;matériaux de structure  de la paroi
dpe_mur;enum_methode_saisie_u_id;X; ;dpe_enum_methode_saisie_u; ; ;logement + logement neuf;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
dpe_mur;enum_methode_saisie_u0_id;X; ;dpe_enum_methode_saisie_u0; ; ;logement;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
dpe_mur;enum_orientation_id;X; ;dpe_enum_orientation; ; ;logement + logement neuf;orientation du mur
dpe_mur;enum_periode_isolation_id; ; ;dpe_enum_periode_isolation; ; ;logement;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
dpe_mur;enum_type_adjacence_id;X; ;dpe_enum_type_adjacence; ; ;logement + logement neuf;type d'adjacence de la paroi
dpe_mur;enum_type_doublage_id; ; ;dpe_enum_type_doublage; ; ;logement + logement neuf;type de doublage intérieur du mur.(précision de la nature du doublage ou de l'epaisseur de la lame d'air en cas de doublage indéterminé.)
dpe_mur;enum_type_isolation_id;X; ;dpe_enum_type_isolation; ; ;logement + logement neuf;type d'isolation du mur (ITI/ITE…..)
dpe_mur;epaisseur_isolation; ;Numérique; ; ; ;logement + logement neuf;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs) (cm)
dpe_mur;epaisseur_structure; ;Numérique; ; ; ;logement + logement neuf;epaisseur de la partie structure de la paroi (sans l'isolation intérieure ou extérieure) (cm)
dpe_mur;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du mur
dpe_mur;paroi_ancienne; ;Numérique; ; ; ;logement + logement neuf;la paroi est une paroi ancienne sur laquelle a été appliquée un enduit isolant (Renduit=0,7m².K.W-1)  0
dpe_mur;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_mur;reference_lnc; ; ; ; ; ;logement;reference projet de l'objet  local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
dpe_mur;resistance_isolation; ;Numérique; ; ; ;logement + logement neuf;resistance isolation
dpe_mur;surface_aiu; ;Numérique; ; ; ;logement + logement neuf;surface aiu
dpe_mur;surface_aue; ;Numérique; ; ; ;logement + logement neuf;surface aue
dpe_mur;surface_paroi_opaque;X;Numérique; ; ; ;logement + logement neuf;Surface de paroi opaque  (sans baies vitrées sans portes)
dpe_mur;surface_paroi_totale; ;Numérique; ; ; ;logement + logement neuf;Surface de paroi opaque + paroi vitrée de la paroi + surface des portes
dpe_mur;tv_coef_reduction_deperdition_id; ; ;dpe_tv_coef_reduction_deperdition; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
dpe_mur;tv_umur_id; ; ;dpe_tv_umur; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique umur
dpe_mur;tv_umur0_id; ; ;dpe_tv_umur0; ; ;logement;id de la ligne de la table utilisée pour le calcul du Umur0
dpe_mur;umur;X;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du mur
dpe_mur;umur_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du mur saisi en direct par le diagnostiqueur(à justifier)
dpe_mur;umur0; ;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du mur non isolé final (avec pris en compte de l'enduit)
dpe_mur;umur0_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du mur non isolé Saisi en direct par l'utilisateur (à justifier)
dpe_mur;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_mur;paroi_lourde; ;Booléen; ; ; ;tous;la paroi est elle considérée comme lourde pour le calcul de l'inertie
dpe_pack_travaux;conso_5_usages_apres_travaux; ;Numérique; ; ; ;logement;consommation 5 usages après travaux (kWh/m²/an)
dpe_pack_travaux;cout_pack_travaux_max; ;Numérique; ; ; ;logement;fourchette haute de l'estimation des coûts du pack travaux(€)
dpe_pack_travaux;cout_pack_travaux_min; ;Numérique; ; ; ;logement;fourchette basse de l'estimation des coûts du pack travaux(€)
dpe_pack_travaux;descriptif_travaux_id;X; ;dpe_descriptif_travaux; ; ;logement;Identifiant technique du descriptif de travaux
dpe_pack_travaux;emission_ges_5_usages_apres_travaux; ;Numérique; ; ; ;logement;emissions C02 5 usages après travaux (kgCO2/m²/an)
dpe_pack_travaux;enum_num_pack_travaux_id; ; ;dpe_enum_num_pack_travaux; ; ;logement;numéro du pack travaux (1,2,1+2)
dpe_pack_travaux;id;X; ; ; ; ;logement;Identifiant technique du pack travaux
dpe_pack_travaux;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_panneaux_pv;enum_inclinaison_pv_id; ; ;dpe_enum_inclinaison_pv; ; ;logement;inclinaison des panneaux photovoltaïques
dpe_panneaux_pv;enum_orientation_pv_id; ; ;dpe_enum_orientation_pv; ; ;logement;orientation des panneaux photovoltaïques
dpe_panneaux_pv;id;X; ; ; ; ;logement + logement neuf;Identifiant technique des panneaux photovoltaïques
dpe_panneaux_pv;nombre_module; ;Numérique; ; ; ;logement + logement neuf;nombre de modules photovoltaïque standards posés.
dpe_panneaux_pv;production_elec_enr_id; ; ;dpe_production_elec_enr; ; ;logement + logement neuf;Identifiant technique de la production électrique enr
dpe_panneaux_pv;ratio_virtualisation; ;Numérique; ; ; ;logement;ratio de virtualisation de l'installation PV collective lorsque l'on rapporte des usages collectifs à un appartement (a =  Shabappartement/Shabtotale)
dpe_panneaux_pv;surface_totale_capteurs; ;Numérique; ; ; ;logement + logement neuf;surface totale de capteurs photovoltaïque. Dans le cas d'une installation collective de PV pour un DPE appartement, la surface est celle proratisé
dpe_panneaux_pv;tv_coef_orientation_pv_id; ; ;dpe_tv_coef_orientation_pv; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient d'orientation des panneaux photovoltaïques
dpe_panneaux_pv;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_plancher_bas;b;X;Numérique; ; ; ;logement + logement neuf;coefficient de réduction des déperditions du planchers_bas
dpe_plancher_bas;calcul_ue;X;Numérique; ; ; ;logement;est ce que le plancher bas est passé par le calcul du Ue 0
dpe_plancher_bas;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_plancher_bas;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_plancher_bas;enum_cfg_isolation_lnc_id; ; ;dpe_enum_cfg_isolation_lnc; ; ;logement + logement neuf;configuration de l'adjacence avec local non chauffé
dpe_plancher_bas;enum_methode_saisie_u_id;X; ;dpe_enum_methode_saisie_u; ; ;logement + logement neuf;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
dpe_plancher_bas;enum_methode_saisie_u0_id;X; ;dpe_enum_methode_saisie_u0; ; ;logement;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
dpe_plancher_bas;enum_periode_isolation_id; ; ;dpe_enum_periode_isolation; ; ;logement;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
dpe_plancher_bas;enum_type_adjacence_id;X; ;dpe_enum_type_adjacence; ; ;logement + logement neuf;type d'adjacence de la paroi
dpe_plancher_bas;enum_type_isolation_id;X; ;dpe_enum_type_isolation; ; ;logement + logement neuf;type d'isolation du plancher bas (ITI/ITE…..)
dpe_plancher_bas;enum_type_plancher_bas_id; ; ;dpe_enum_type_plancher_bas; ; ;logement + logement neuf;type de plancher bas
dpe_plancher_bas;epaisseur_isolation; ;Numérique; ; ; ;logement + logement neuf;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs)
dpe_plancher_bas;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du plancher bas
dpe_plancher_bas;perimetre_ue; ;Numérique; ; ; ;logement;périmètredu plancher lorsqu'il est en contact avec un terre plein/sous sol non chauffé ou vide sanitaire (à renseigner lorsque calcul du Ue)
dpe_plancher_bas;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_plancher_bas;reference_lnc; ; ; ; ; ;logement;reference projet de l'objet  local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
dpe_plancher_bas;resistance_isolation; ;Numérique; ; ; ;logement + logement neuf;resistance isolation
dpe_plancher_bas;surface_aiu; ;Numérique; ; ; ;logement + logement neuf;surface aiu
dpe_plancher_bas;surface_aue; ;Numérique; ; ; ;logement + logement neuf;surface aue
dpe_plancher_bas;surface_paroi_opaque;X;Numérique; ; ; ;logement + logement neuf;Surface de paroi opaque
dpe_plancher_bas;surface_ue; ;Numérique; ; ; ;logement;surface de plancher qui est en contact avec un terre plein/sous sol non chauffé ou vide sanitaire (à renseigner lorsque calcul du Ue)
dpe_plancher_bas;tv_coef_reduction_deperdition_id; ; ;dpe_tv_coef_reduction_deperdition; ; ;logement;id de la ligne de la table utilisée pour le calcul de coefficient de reduction des déperditions
dpe_plancher_bas;tv_upb_id; ; ;dpe_tv_upb; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique upb
dpe_plancher_bas;tv_upb0_id; ; ;dpe_tv_upb0; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique upb0
dpe_plancher_bas;ue; ;Numérique; ; ; ;logement;Ue coefficient remplaçant Upb dans le cas sur terre plein
dpe_plancher_bas;upb;X;Numérique; ; ; ;logement;Coefficient de transmission thermique du planchers_bas Upb
dpe_plancher_bas;upb_final;X;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du planchers_bas (Ue ou Upb en fonction du type d'adjacence)
dpe_plancher_bas;upb_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du planchers_bas saisi en direct par le diagnostiqueur(à justifier)
dpe_plancher_bas;upb0; ;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du planchers bas non isolé final
dpe_plancher_bas;upb0_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du planchers bas non isolé Saisi en direct par l'utilisateur (à justifier)
dpe_plancher_bas;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_plancher_bas;paroi_lourde; ;Booléen; ; ; ;tous;la paroi est elle considérée comme lourde pour le calcul de l'inertie
dpe_plancher_haut;b;X;Numérique; ; ; ;logement + logement neuf;coefficient de réduction des déperditions du planchers_hauts
dpe_plancher_haut;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
dpe_plancher_haut;dpe_id;X; ;dpe; ; ;logement + logement neuf;Identifiant technique du DPE
dpe_plancher_haut;enum_cfg_isolation_lnc_id; ; ;dpe_enum_cfg_isolation_lnc; ; ;logement + logement neuf;configuration de l'adjacence avec local non chauffé
dpe_plancher_haut;enum_methode_saisie_u_id;X; ;dpe_enum_methode_saisie_u; ; ;logement + logement neuf;methode de saisie du U (inclus les justifications à produire en cas de saisie directe)
dpe_plancher_haut;enum_methode_saisie_u0_id;X; ;dpe_enum_methode_saisie_u0; ; ;logement;methode de saisie de U0 (inclus les justifications à produire en cas de saisie directe)
dpe_plancher_haut;enum_periode_isolation_id; ; ;dpe_enum_periode_isolation; ; ;logement;periode d'isolation à saisir si différent de la période de construction (cas d'une rénovation de la paroi)
dpe_plancher_haut;enum_type_adjacence_id;X; ;dpe_enum_type_adjacence; ; ;logement + logement neuf;type d'adjacence de la paroi
dpe_plancher_haut;enum_type_isolation_id;X; ;dpe_enum_type_isolation; ; ;logement + logement neuf;type d'isolation du plancher haut (ITI/ITE…..)
dpe_plancher_haut;enum_type_plancher_haut_id;X; ;dpe_enum_type_plancher_haut; ; ;logement + logement neuf;type de plancher haut
dpe_plancher_haut;epaisseur_isolation; ;Numérique; ; ; ;logement + logement neuf;epaisseur de l'isolation (si plusieurs isolant différents sommer leurs épaisseurs)
dpe_plancher_haut;id;X; ; ; ; ;logement + logement neuf;Identifiant technique du plancher haut
dpe_plancher_haut;reference;X;Texte; ; ; ;logement + logement neuf;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
dpe_plancher_haut;reference_lnc; ; ; ; ; ;logement;reference projet de l'objet  local non chauffé qui peut être associé à la paroi . Dans le cas d'un espace tampon solarisé cette référence est celle de l'espace tampon.
dpe_plancher_haut;resistance_isolation; ;Numérique; ; ; ;logement + logement neuf;resistance isolation
dpe_plancher_haut;surface_aiu; ;Numérique; ; ; ;logement + logement neuf;surface aiu
dpe_plancher_haut;surface_aue; ;Numérique; ; ; ;logement + logement neuf;surface aue
dpe_plancher_haut;surface_paroi_opaque;X;Numérique; ; ; ;logement + logement neuf;Surface de paroi opaque
dpe_plancher_haut;tv_coef_reduction_deperdition_id; ; ;dpe_tv_coef_reduction_deperdition; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de reduction des deperditions
dpe_plancher_haut;tv_uph_id; ; ;dpe_tv_uph; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique uph
dpe_plancher_haut;tv_uph0_id; ; ;dpe_tv_uph0; ; ;logement;id de la ligne de la table utilisée pour le calcul du coefficient de transmission thermique uph0
dpe_plancher_haut;uph;X;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du planchers_hauts uph
dpe_plancher_haut;uph_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du planchers_hauts saisi en direct par le diagnostiqueur(à justifier)
dpe_plancher_haut;uph0; ;Numérique; ; ; ;logement + logement neuf;Coefficient de transmission thermique du planchers hauts non isolé final
dpe_plancher_haut;uph0_saisi; ;Numérique; ; ; ;logement;Coefficient de transmission thermique du planchers hauts non isolé Saisi en direct par l'utilisateur (à justifier)
dpe_plancher_haut;date_derniere_modification;X;Date; ; ; ;tous;Date de dernière modification de l'enregistrement
dpe_plancher_haut;paroi_lourde; ; ;Booléen; ;tous; ; 
dpe_pont_thermique;description;Parfois;Texte; ; ; ;logement + logement neuf;description textuelle de l'objet
